id;zip;bfsnr;name;canton_id;district_id;planning_region_id;mountain_region_id;ase;greater_region_id;language_region_id;ms_region_id;job_market_region_id;agglomeration_id;metropole_region_id;tourism_region_id;municipal_size_class_id;urban_character_id;agglomeration_size_class_id;is_town;degurba_id;municipal_type22_id;municipal_type9_id;ms_region_typology_id;alternate_names;lat;long;lv03_easting;lv03_northing;noise_level;steuerfuss_gde;steuerfuss_kanton
4175;8484;180;Weisslingen;1;108;109;1;0;4;1;8;11;0;0;3;6;4;1;0;3;15;7;4;[];47.4318502;8.7640975;699993.728178324;254294.394637395;52.007299270073;1.01;1
4066;8308;180;Weisslingen;1;108;109;1;0;4;1;8;11;0;0;3;6;4;1;0;3;15;7;4;[];47.4318502;8.7640975;699993.728178324;254294.394637395;52.007299270073;1.01;1
4544;8953;4040;Spreitenbach;19;1902;1904;1;0;3;1;72;10;261;1;14;4;3;1;1;2;9;2;4;[];47.4182308;8.3642468;669848.225505973;252347.37925126;45.6919875130073;1.01;1.09
4548;8957;4040;Spreitenbach;19;1902;1904;1;0;3;1;72;10;261;1;14;4;3;1;1;2;9;2;4;[];47.4182308;8.3642468;669848.225505973;252347.37925126;45.6919875130073;1.01;1.09
4084;8340;111;Bäretswil;1;105;108;4;0;4;1;7;10;121;1;3;6;4;1;0;2;11;4;5;[];47.3360247;8.8580536;707273.898827804;243766.026830779;52.1363163371488;1.02;1
4089;8344;111;Bäretswil;1;105;108;4;0;4;1;7;10;121;1;3;6;4;1;0;2;11;4;5;[];47.3360247;8.8580536;707273.898827804;243766.026830779;52.1363163371488;1.02;1
4194;8498;111;Bäretswil;1;105;108;4;0;4;1;7;10;121;1;3;6;4;1;0;2;11;4;5;["Gibswil"];47.3360247;8.8580536;707273.898827804;243766.026830779;52.1363163371488;1.02;1
4090;8345;111;Bäretswil;1;105;108;4;0;4;1;7;10;121;1;3;6;4;1;0;2;11;4;5;["Adetswil"];47.3360247;8.8580536;707273.898827804;243766.026830779;52.1363163371488;1.02;1
4308;8608;112;Bubikon;1;105;108;1;0;4;1;7;10;261;1;3;5;4;1;0;2;9;2;5;[];47.2682923;8.8191613;704467.364487183;236184.263874023;52.2382934443288;1.02;1
4332;8633;112;Bubikon;1;105;108;1;0;4;1;7;10;261;1;3;5;4;1;0;2;9;2;5;["Wolfhausen"];47.2682923;8.8191613;704467.364487183;236184.263874023;52.2382934443288;1.02;1
4532;8932;9;Mettmenstetten;1;101;105;1;0;4;1;4;10;261;1;3;6;4;1;0;3;11;4;3;[];47.243488;8.4636702;677604.366717108;233014.376768695;57.3555787278415;1.02;1
3947;8152;66;Opfikon;1;103;102;0;0;4;1;2;10;261;1;3;4;2;1;1;1;9;2;1;[];47.4322671;8.5779983;685954.611837195;254120.201051998;52.5546305931322;1.02;1
3900;8052;66;Opfikon;1;103;102;0;0;4;1;2;10;261;1;3;4;2;1;1;1;9;2;1;[];47.4322671;8.5779983;685954.611837195;254120.201051998;52.5546305931322;1.02;1
2720;5505;4193;Brunegg;19;1907;1903;1;0;3;1;71;10;0;0;14;8;5;0;0;2;15;7;5;[];47.419239;8.21607;658665.913255848;252338.059675548;53.6390346274921;1.02;1.09
2770;5632;4230;Buttwil;19;1908;1907;1;0;3;1;74;10;0;0;14;7;0;0;0;3;15;7;5;[];47.267594;8.3112049;666032.069919928;235554.659458044;40.0197710718002;1.02;1.09
2706;5445;4066;Eggenwil;19;1903;1906;1;0;3;1;73;10;261;1;14;8;4;1;0;3;11;4;3;[];47.3698754;8.3399569;668077.123219383;246950.213340975;53.2351716961498;1.02;1.09
2603;5073;4165;Gipf-Oberfrick;19;1906;1916;3;0;3;1;75;8;0;0;14;6;5;0;0;2;15;7;3;[];47.4974512;8.0029483;642521.526255479;260896.223317872;49.8189386056191;1.02;1.09
2718;5503;4207;Schafisheim;19;1907;1917;1;0;3;1;70;9;4201;1;14;6;5;0;0;2;12;2;7;[];47.3781151;8.143202;653208.469423408;247714.041790362;49.9937369519833;1.02;1.09
2492;4800;4289;Zofingen;19;1910;1912;1;0;3;1;70;9;2581;9;14;4;2;4;1;2;3;1;7;[];47.288491;7.9458259;638367.557529415;237634.712833945;51.8029504741833;1.02;1.09
2500;4812;4289;Zofingen;19;1910;1912;1;0;3;1;70;9;2581;9;14;4;2;4;1;2;3;1;7;[];47.288491;7.9458259;638367.557529415;237634.712833945;51.8029504741833;1.02;1.09
4022;8236;2914;Büttenhardt;14;1402;1401;2;0;5;1;50;11;2939;1;2;8;4;4;0;3;11;4;4;[];47.7560054;8.6538298;691117.26621786;290198.48749559;50.5015608740895;1.02;1.15
3720;7272;3851;Davos;18;1830;1803;4;1;5;1;62;13;9004;9;1;4;6;0;1;2;6;5;10;[];46.7961744;9.8237266;782062.306589917;185546.164637924;45.7955974842767;1.03;1
3716;7260;3851;Davos;18;1830;1803;4;1;5;1;62;13;9004;9;1;4;6;0;1;2;6;5;10;[];46.7961744;9.8237266;782062.306589917;185546.164637924;45.7955974842767;1.03;1
3717;7265;3851;Davos;18;1830;1803;4;1;5;1;62;13;9004;9;1;4;6;0;1;2;6;5;10;[];46.7961744;9.8237266;782062.306589917;185546.164637924;45.7955974842767;1.03;1
3719;7270;3851;Davos;18;1830;1803;4;1;5;1;62;13;9004;9;1;4;6;0;1;2;6;5;10;[];46.7961744;9.8237266;782062.306589917;185546.164637924;45.7955974842767;1.03;1
3721;7276;3851;Davos;18;1830;1803;4;1;5;1;62;13;9004;9;1;4;6;0;1;2;6;5;10;[];46.7961744;9.8237266;782062.306589917;185546.164637924;45.7955974842767;1.03;1
3722;7277;3851;Davos;18;1830;1803;4;1;5;1;62;13;9004;9;1;4;6;0;1;2;6;5;10;[];46.7961744;9.8237266;782062.306589917;185546.164637924;45.7955974842767;1.03;1
3723;7278;3851;Davos;18;1830;1803;4;1;5;1;62;13;9004;9;1;4;6;0;1;2;6;5;10;[];46.7961744;9.8237266;782062.306589917;185546.164637924;45.7955974842767;1.03;1
3817;7494;3851;Davos;18;1830;1803;4;1;5;1;62;13;9004;9;1;4;6;0;1;2;6;5;10;[];46.7961744;9.8237266;782062.306589917;185546.164637924;45.7955974842767;1.03;1
4298;8600;197;Schwerzenbach;1;109;102;1;0;4;1;2;10;261;1;3;5;2;1;0;2;9;2;1;[];47.3815017;8.6523009;691646.992559107;248560.630193117;53.1770833333333;1.03;1
4301;8603;197;Schwerzenbach;1;109;102;1;0;4;1;2;10;261;1;3;5;2;1;0;2;9;2;1;[];47.3815017;8.6523009;691646.992559107;248560.630193117;53.1770833333333;1.03;1
3985;8196;71;Wil (ZH);1;103;111;0;0;4;1;10;10;261;1;3;7;4;1;0;3;11;4;2;[];47.61019185;8.50155288951535;679919.653379247;273820.351121101;33.7721123829344;1.03;1
2689;5412;4029;Gebenstorf;19;1902;1904;1;0;3;1;72;10;4021;1;14;6;2;3;0;2;11;4;4;[];47.4817945;8.2407385;660456.240727224;259311.631734616;53.1675338189386;1.03;1.09
2666;5313;4309;Klingnau;19;1911;1915;1;0;3;1;71;10;0;0;14;6;6;0;0;2;15;7;5;[];47.5810046;8.2500088;661040.755338866;270349.119194252;51.375;1.03;1.09
2672;5322;4309;Klingnau;19;1911;1915;1;0;3;1;71;10;0;0;14;6;6;0;0;2;15;7;5;[];47.5810046;8.2500088;661040.755338866;270349.119194252;51.375;1.03;1.09
2571;5022;4008;Küttigen;19;1901;1901;1;0;3;1;70;9;4001;9;14;5;2;4;0;2;14;4;7;[];47.419363;8.04333;645631.101016581;252237.010781924;48.6782700421941;1.03;1.09
2573;5024;4008;Küttigen;19;1901;1901;1;0;3;1;70;9;4001;9;14;5;2;4;0;2;14;4;7;[];47.419363;8.04333;645631.101016581;252237.010781924;48.6782700421941;1.03;1.09
2691;5415;4038;Obersiggenthal;19;1902;1904;1;0;3;1;72;10;4021;1;14;5;2;3;0;2;10;2;4;[];47.487555;8.2940052;664463.891071459;259994.517384083;57.5735767991407;1.03;1.09
2692;5416;4038;Obersiggenthal;19;1902;1904;1;0;3;1;72;10;4021;1;14;5;2;3;0;2;10;2;4;["Kirchdorf AG", "Kirchdorf AG"];47.487555;8.2940052;664463.891071459;259994.517384083;57.5735767991407;1.03;1.09
4040;8261;2962;Hemishofen;14;1405;1401;1;0;5;1;50;11;0;0;2;8;0;0;0;3;19;8;4;[];47.6768621;8.8317626;704614.11979165;281621.289695569;50.7055150884495;1.03;1.15
3935;8134;131;Adliswil;1;106;106;1;0;4;1;5;10;261;1;3;4;2;1;1;1;10;2;2;[];47.3117624;8.52491;682135.37363609;240666.726498381;59.8029661016949;1.04;1
2710;5462;93;Oberweningen;1;104;111;1;0;4;1;10;10;261;1;3;7;4;1;0;2;11;4;2;[];47.501261;8.4056983;672862.241512918;261616.115326674;53.942767950052;1.04;1
3961;8165;93;Oberweningen;1;104;111;1;0;4;1;10;10;261;1;3;7;4;1;0;2;11;4;2;[];47.501261;8.4056983;672862.241512918;261616.115326674;53.942767950052;1.04;1
4233;8545;225;Rickenbach (ZH);1;110;109;0;0;4;1;8;11;230;1;3;6;4;3;0;2;11;4;4;["Rickenbach Sulz"];47.55056075;8.79790077606235;702314.883003302;267535.137090878;45.2154006243496;1.04;1
4135;8427;68;Rorbas;1;103;111;1;0;4;1;10;10;261;1;3;6;3;1;0;2;11;4;2;[];47.5303235;8.5771089;685729.188316964;265020.472722029;52.4859521331946;1.04;1
4137;8428;68;Rorbas;1;103;111;1;0;4;1;10;10;261;1;3;6;3;1;0;2;11;4;2;[];47.5303235;8.5771089;685729.188316964;265020.472722029;52.4859521331946;1.04;1
3918;8114;85;Dänikon;1;104;103;1;0;4;1;2;10;261;1;3;7;4;1;0;2;11;4;1;[];47.445933;8.4057151;672939.341792772;255464.940915907;48.1701461377871;1.05;1
3898;8051;191;Dübendorf;1;109;102;0;0;4;1;2;10;261;1;3;3;2;1;1;1;9;2;1;[];47.3968244;8.6183023;689054.244497627;250224.919743062;54.258785942492;1.05;1
4060;8304;191;Dübendorf;1;109;102;0;0;4;1;2;10;261;1;3;3;2;1;1;1;9;2;1;[];47.3968244;8.6183023;689054.244497627;250224.919743062;54.258785942492;1.05;1
4297;8600;191;Dübendorf;1;109;102;0;0;4;1;2;10;261;1;3;3;2;1;1;1;9;2;1;[];47.3968244;8.6183023;689054.244497627;250224.919743062;54.258785942492;1.05;1
4300;8603;191;Dübendorf;1;109;102;0;0;4;1;2;10;261;1;3;3;2;1;1;1;9;2;1;[];47.3968244;8.6183023;689054.244497627;250224.919743062;54.258785942492;1.05;1
3890;8044;191;Dübendorf;1;109;102;0;0;4;1;2;10;261;1;3;3;2;1;1;1;9;2;1;["Gockhausen"];47.3968244;8.6183023;689054.244497627;250224.919743062;54.258785942492;1.05;1
3254;6537;3832;Grono;18;1828;1814;4;1;5;3;69;15;0;0;1;7;0;0;0;3;17;6;12;[];46.2473782;9.1458622;731655.895284393;123204.290422079;49.0249739854318;1.05;1
4518;8908;5;Hedingen;1;101;105;1;0;4;1;4;10;261;1;3;6;3;1;0;2;11;4;3;[];47.2984412;8.4489755;676413.230158391;239109.095863708;54.5962539021852;1.05;1
3946;8152;62;Kloten;1;103;102;0;0;4;1;2;10;261;1;3;4;2;1;1;1;9;2;1;["Glattpark (Opfikon)", "Glattbrugg", "Glattpark (Opfikon)"];47.4525133;8.5861477;686536.42748923;256379.982123685;56.2382934443288;1.05;1
4057;8302;62;Kloten;1;103;102;0;0;4;1;2;10;261;1;3;4;2;1;1;1;9;2;1;[];47.4525133;8.5861477;686536.42748923;256379.982123685;56.2382934443288;1.05;1
4068;8309;62;Kloten;1;103;102;0;0;4;1;2;10;261;1;3;4;2;1;1;1;9;2;1;[];47.4525133;8.5861477;686536.42748923;256379.982123685;56.2382934443288;1.05;1
3619;7113;3618;Lumnezia;18;1831;1808;4;1;5;4;66;13;0;0;1;6;0;0;0;3;20;8;13;[];46.6623412;9.08751959847694;726187.832279925;169226.984053767;19.2455775234131;1.05;1
3616;7110;3618;Lumnezia;18;1831;1808;4;1;5;4;66;13;0;0;1;6;0;0;0;3;20;8;13;[];46.6623412;9.08751959847694;726187.832279925;169226.984053767;19.2455775234131;1.05;1
3643;7149;3618;Lumnezia;18;1831;1808;4;1;5;4;66;13;0;0;1;6;0;0;0;3;20;8;13;[];46.6623412;9.08751959847694;726187.832279925;169226.984053767;19.2455775234131;1.05;1
3620;7114;3618;Lumnezia;18;1831;1808;4;1;5;4;66;13;0;0;1;6;0;0;0;3;20;8;13;[];46.6623412;9.08751959847694;726187.832279925;169226.984053767;19.2455775234131;1.05;1
3621;7115;3618;Lumnezia;18;1831;1808;4;1;5;4;66;13;0;0;1;6;0;0;0;3;20;8;13;[];46.6623412;9.08751959847694;726187.832279925;169226.984053767;19.2455775234131;1.05;1
3623;7116;3618;Lumnezia;18;1831;1808;4;1;5;4;66;13;0;0;1;6;0;0;0;3;20;8;13;[];46.6623412;9.08751959847694;726187.832279925;169226.984053767;19.2455775234131;1.05;1
3635;7142;3618;Lumnezia;18;1831;1808;4;1;5;4;66;13;0;0;1;6;0;0;0;3;20;8;13;[];46.6623412;9.08751959847694;726187.832279925;169226.984053767;19.2455775234131;1.05;1
3636;7143;3618;Lumnezia;18;1831;1808;4;1;5;4;66;13;0;0;1;6;0;0;0;3;20;8;13;[];46.6623412;9.08751959847694;726187.832279925;169226.984053767;19.2455775234131;1.05;1
3639;7145;3618;Lumnezia;18;1831;1808;4;1;5;4;66;13;0;0;1;6;0;0;0;3;20;8;13;[];46.6623412;9.08751959847694;726187.832279925;169226.984053767;19.2455775234131;1.05;1
3640;7146;3618;Lumnezia;18;1831;1808;4;1;5;4;66;13;0;0;1;6;0;0;0;3;20;8;13;[];46.6623412;9.08751959847694;726187.832279925;169226.984053767;19.2455775234131;1.05;1
3641;7147;3618;Lumnezia;18;1831;1808;4;1;5;4;66;13;0;0;1;6;0;0;0;3;20;8;13;[];46.6623412;9.08751959847694;726187.832279925;169226.984053767;19.2455775234131;1.05;1
3642;7148;3618;Lumnezia;18;1831;1808;4;1;5;4;66;13;0;0;1;6;0;0;0;3;20;8;13;[];46.6623412;9.08751959847694;726187.832279925;169226.984053767;19.2455775234131;1.05;1
3637;7144;3618;Lumnezia;18;1831;1808;4;1;5;4;66;13;0;0;1;6;0;0;0;3;20;8;13;["Vella"];46.6623412;9.08751959847694;726187.832279925;169226.984053767;19.2455775234131;1.05;1
3784;7437;3693;Nufenen;18;1823;1807;4;1;5;1;65;13;0;0;1;8;0;0;0;3;21;9;14;[];46.5394258;9.2435939;738444.294279161;155829.532469521;51.5036420395421;1.05;1
4080;8330;177;Pfäffikon;1;108;108;1;0;4;1;7;10;121;1;3;4;4;1;1;2;9;2;5;[];47.2003055;8.7780752;701487.644844235;228572.841263795;53.4258675078864;1.05;1
4081;8331;177;Pfäffikon;1;108;108;1;0;4;1;7;10;121;1;3;4;4;1;1;2;9;2;5;[];47.2003055;8.7780752;701487.644844235;228572.841263795;53.4258675078864;1.05;1
4321;8623;177;Pfäffikon;1;108;108;1;0;4;1;7;10;121;1;3;4;4;1;1;2;9;2;5;[];47.2003055;8.7780752;701487.644844235;228572.841263795;53.4258675078864;1.05;1
3611;7104;3672;Safiental;18;1831;1808;4;1;5;1;66;13;0;0;1;8;0;0;0;3;21;9;13;["Versam"];46.69233365;9.30487795427945;742739.798182344;172932.809696822;18.1144640998959;1.05;1
3624;7122;3672;Safiental;18;1831;1808;4;1;5;1;66;13;0;0;1;8;0;0;0;3;21;9;13;[];46.69233365;9.30487795427945;742739.798182344;172932.809696822;18.1144640998959;1.05;1
3613;7106;3672;Safiental;18;1831;1808;4;1;5;1;66;13;0;0;1;8;0;0;0;3;21;9;13;[];46.69233365;9.30487795427945;742739.798182344;172932.809696822;18.1144640998959;1.05;1
3614;7107;3672;Safiental;18;1831;1808;4;1;5;1;66;13;0;0;1;8;0;0;0;3;21;9;13;[];46.69233365;9.30487795427945;742739.798182344;172932.809696822;18.1144640998959;1.05;1
3615;7109;3672;Safiental;18;1831;1808;4;1;5;1;66;13;0;0;1;8;0;0;0;3;21;9;13;[];46.69233365;9.30487795427945;742739.798182344;172932.809696822;18.1144640998959;1.05;1
3745;7402;3672;Safiental;18;1831;1808;4;1;5;1;66;13;0;0;1;8;0;0;0;3;21;9;13;[];46.69233365;9.30487795427945;742739.798182344;172932.809696822;18.1144640998959;1.05;1
3213;6473;1216;Silenen;4;400;401;4;1;6;1;30;14;0;0;4;6;4;5;0;3;18;6;12;[];46.7921373;8.6695021;693973.86687228;183067.099155156;56.1363163371488;1.05;1
3215;6474;1216;Silenen;4;400;401;4;1;6;1;30;14;0;0;4;6;4;5;0;3;18;6;12;[];46.7921373;8.6695021;693973.86687228;183067.099155156;56.1363163371488;1.05;1
3216;6475;1216;Silenen;4;400;401;4;1;6;1;30;14;0;0;4;6;4;5;0;3;18;6;12;[];46.7921373;8.6695021;693973.86687228;183067.099155156;56.1363163371488;1.05;1
3218;6476;1216;Silenen;4;400;401;4;1;6;1;30;14;0;0;4;6;4;5;0;3;18;6;12;[];46.7921373;8.6695021;693973.86687228;183067.099155156;56.1363163371488;1.05;1
3662;7173;3985;Sumvitg;18;1831;1808;4;1;5;4;66;13;0;0;1;7;0;0;0;3;19;8;13;[];46.7284407;8.9384718;714642.378091063;176344.729680465;52.5036420395421;1.05;1
3664;7175;3985;Sumvitg;18;1831;1808;4;1;5;4;66;13;0;0;1;7;0;0;0;3;19;8;13;[];46.7284407;8.9384718;714642.378091063;176344.729680465;52.5036420395421;1.05;1
3663;7174;3985;Sumvitg;18;1831;1808;4;1;5;4;66;13;0;0;1;7;0;0;0;3;19;8;13;[];46.7284407;8.9384718;714642.378091063;176344.729680465;52.5036420395421;1.05;1
3665;7176;3985;Sumvitg;18;1831;1808;4;1;5;4;66;13;0;0;1;7;0;0;0;3;19;8;13;[];46.7284407;8.9384718;714642.378091063;176344.729680465;52.5036420395421;1.05;1
3660;7172;3985;Sumvitg;18;1831;1808;4;1;5;4;66;13;0;0;1;7;0;0;0;3;19;8;13;["Rabius"];46.7284407;8.9384718;714642.378091063;176344.729680465;52.5036420395421;1.05;1
3657;7166;3987;Trun;18;1831;1808;4;1;5;4;66;13;0;0;1;7;0;0;0;3;19;8;13;[];46.7433662;8.9896738;718522.78771556;178079.69025699;48.9209157127992;1.05;1
3658;7167;3987;Trun;18;1831;1808;4;1;5;4;66;13;0;0;1;7;0;0;0;3;19;8;13;[];46.7433662;8.9896738;718522.78771556;178079.69025699;48.9209157127992;1.05;1
3659;7168;3987;Trun;18;1831;1808;4;1;5;4;66;13;0;0;1;7;0;0;0;3;19;8;13;[];46.7433662;8.9896738;718522.78771556;178079.69025699;48.9209157127992;1.05;1
3661;7172;3987;Trun;18;1831;1808;4;1;5;4;66;13;0;0;1;7;0;0;0;3;19;8;13;[];46.7433662;8.9896738;718522.78771556;178079.69025699;48.9209157127992;1.05;1
2373;4524;2541;Balm bei Günsberg;11;1107;1103;3;0;2;1;46;6;2601;9;8;8;0;0;0;3;14;4;7;[];47.252606;7.5579507;609032.254430437;233528.008505835;50.1123829344433;1.05;1.04
2375;4525;2541;Balm bei Günsberg;11;1107;1103;3;0;2;1;46;6;2601;9;8;8;0;0;0;3;14;4;7;[];47.252606;7.5579507;609032.254430437;233528.008505835;50.1123829344433;1.05;1.04
2565;5013;2495;Niedergösgen;11;1105;1101;1;0;2;1;44;9;4001;9;14;6;6;0;0;2;14;4;8;[];47.3731476;7.9926844;641845.711726692;247070.579780255;51.624349635796;1.05;1.04
2407;4564;2528;Obergerlafingen;11;1106;1103;0;0;2;1;46;6;2601;9;8;7;4;4;0;2;14;4;7;[];47.1624248;7.5840222;611024.335337044;223505.290601157;47.9291666666667;1.05;1.04
2405;4563;2528;Obergerlafingen;11;1106;1103;0;0;2;1;46;6;2601;9;8;7;4;4;0;2;14;4;7;[];47.1624248;7.5840222;611024.335337044;223505.290601157;47.9291666666667;1.05;1.04
2681;5333;4301;Baldingen;19;1911;1915;1;0;3;1;71;10;0;0;14;8;5;0;0;3;16;7;5;[];47.554707;8.313637;665859.987045008;267476.810448105;39.3080124869927;1.05;1.09
2795;5712;4131;Beinwil am See;19;1905;1917;1;0;3;1;70;9;0;0;14;6;6;0;0;2;15;7;7;[];47.266463;8.2027374;657825.285315806;235343.237245525;52.5712799167534;1.05;1.09
2668;5315;4303;Böttstein;19;1911;1915;1;0;3;1;71;10;0;0;14;6;6;0;0;3;15;7;5;[];47.5568329;8.221822;658947.168569142;267640.077906298;48.5109261186264;1.05;1.09
2667;5314;4303;Böttstein;19;1911;1915;1;0;3;1;71;10;0;0;14;6;6;0;0;3;15;7;5;[];47.5568329;8.221822;658947.168569142;267640.077906298;48.5109261186264;1.05;1.09
2587;5042;4007;Hirschthal;19;1901;1911;1;0;3;1;70;9;4001;9;14;7;5;0;0;2;14;4;7;[];47.3166157;8.0636877;647258.262556111;240825.834027814;34.9188345473465;1.05;1.09
2717;5502;4200;Hunzenschwil;19;1907;1917;1;0;3;1;70;9;4201;1;14;6;5;0;0;2;12;2;7;[];47.3853891;8.1244358;651784.242344745;248510.183325105;50.525;1.05;1.09
2611;5080;4169;Kaisten;19;1906;1916;1;0;3;1;75;8;0;0;14;6;0;0;0;3;16;7;3;[];47.538217;8.044461;645614.436579553;265452.037303181;50.6607700312175;1.05;1.09
2613;5082;4169;Kaisten;19;1906;1916;1;0;3;1;75;8;0;0;14;6;0;0;0;3;16;7;3;[];47.538217;8.044461;645614.436579553;265452.037303181;50.6607700312175;1.05;1.09
2614;5083;4169;Kaisten;19;1906;1916;1;0;3;1;75;8;0;0;14;6;0;0;0;3;16;7;3;[];47.538217;8.044461;645614.436579553;265452.037303181;50.6607700312175;1.05;1.09
4547;8956;4030;Killwangen;19;1902;1904;1;0;3;1;72;10;261;1;14;7;3;1;0;2;11;4;4;[];47.4315553;8.3518766;668897.540022858;253817.813330396;53.4547346514048;1.05;1.09
2723;5507;4033;Mellingen;19;1902;1905;1;0;3;1;73;10;4021;1;14;5;5;0;0;2;10;2;3;[];47.4195131;8.274659;663086.54690158;252414.035114342;55.1616266944734;1.05;1.09
2505;4852;4282;Rothrist;19;1910;1912;0;0;3;1;70;9;2581;9;14;5;0;0;0;2;12;2;7;[];47.3029125;7.8826232;633577.483843576;239209.068352288;47.3723628691983;1.05;1.09
2493;4802;4282;Rothrist;19;1910;1912;0;0;3;1;70;9;2581;9;14;5;0;0;0;2;12;2;7;[];47.3029125;7.8826232;633577.483843576;239209.068352288;47.3723628691983;1.05;1.09
2783;5645;4239;Sins;19;1908;1907;1;0;3;1;74;10;0;0;14;6;5;0;0;3;19;8;5;[];47.1910321;8.3946059;672446.895703837;227116.891023587;55.3371488033299;1.05;1.09
2872;6034;4239;Sins;19;1908;1907;1;0;3;1;74;10;0;0;14;6;5;0;0;3;19;8;5;[];47.1910321;8.3946059;672446.895703837;227116.891023587;55.3371488033299;1.05;1.09
2780;5643;4239;Sins;19;1908;1907;1;0;3;1;74;10;0;0;14;6;5;0;0;3;19;8;5;[];47.1910321;8.3946059;672446.895703837;227116.891023587;55.3371488033299;1.05;1.09
2782;5644;4239;Sins;19;1908;1907;1;0;3;1;74;10;0;0;14;6;5;0;0;3;19;8;5;[];47.1910321;8.3946059;672446.895703837;227116.891023587;55.3371488033299;1.05;1.09
3068;6275;4239;Sins;19;1908;1907;1;0;3;1;74;10;0;0;14;6;5;0;0;3;19;8;5;[];47.1910321;8.3946059;672446.895703837;227116.891023587;55.3371488033299;1.05;1.09
2581;5033;4012;Suhr;19;1901;1901;1;0;3;1;70;9;4001;9;14;5;2;4;1;2;12;2;7;[];47.373214;8.0795198;648403.82944307;247127.909448927;53.5151515151515;1.05;1.09
2582;5034;4012;Suhr;19;1901;1901;1;0;3;1;70;9;4001;9;14;5;2;4;1;2;12;2;7;[];47.373214;8.0795198;648403.82944307;247127.909448927;53.5151515151515;1.05;1.09
2743;5612;4080;Villmergen;19;1903;1908;1;0;3;1;74;10;4082;1;14;5;2;5;0;2;9;2;5;[];47.3470428;8.2469733;661080.508945815;244335.168720055;48.5991605456453;1.05;1.09
2739;5610;4080;Villmergen;19;1903;1908;1;0;3;1;74;10;4082;1;14;5;2;5;0;2;9;2;5;[];47.3470428;8.2469733;661080.508945815;244335.168720055;48.5991605456453;1.05;1.09
2735;5605;4080;Villmergen;19;1903;1908;1;0;3;1;74;10;4082;1;14;5;2;5;0;2;9;2;5;[];47.3470428;8.2469733;661080.508945815;244335.168720055;48.5991605456453;1.05;1.09
2744;5613;4080;Villmergen;19;1903;1908;1;0;3;1;74;10;4082;1;14;5;2;5;0;2;9;2;5;[];47.3470428;8.2469733;661080.508945815;244335.168720055;48.5991605456453;1.05;1.09
2741;5611;4080;Villmergen;19;1903;1908;1;0;3;1;74;10;4082;1;14;5;2;5;0;2;9;2;5;["Anglikon"];47.3470428;8.2469733;661080.508945815;244335.168720055;48.5991605456453;1.05;1.09
4012;8225;2953;Siblingen;14;1404;1401;2;0;5;1;50;11;0;0;2;8;4;4;0;3;15;7;4;[];47.7151451;8.519796;681130.490617308;285508.284643431;44.6711758584808;1.05;1.15
4293;8598;4643;Bottighofen;20;2013;2002;0;0;5;1;77;11;4671;9;2;6;2;5;0;2;14;4;9;[];47.6386883;9.2068831;732874.607142897;277945.446561674;50.372528616025;1.05;1.17
4054;8280;4643;Bottighofen;20;2013;2002;0;0;5;1;77;11;4671;9;2;6;2;5;0;2;14;4;9;[];47.6386883;9.2068831;732874.607142897;277945.446561674;50.372528616025;1.05;1.17
3975;8184;51;Bachenbülach;1;103;111;1;0;4;1;10;10;261;1;3;6;3;1;0;2;10;2;2;[];47.5048139;8.5474099;683533.059244671;262152.358737088;50.3329864724246;1.06;1
4129;8421;215;Dättlikon;1;110;109;1;0;4;1;8;11;230;1;3;8;4;1;0;3;11;4;4;[];47.5256653;8.6224807;689153.381714278;264553.214637385;45.8480749219563;1.06;1
4139;8444;31;Henggart;1;102;110;1;0;4;1;9;11;230;1;3;6;5;0;0;3;11;4;3;[];47.5632291;8.6835729;693687.502005788;268800.612964983;51.7981269510926;1.06;1
4415;8804;142;Wädenswil;1;106;106;1;0;4;1;5;10;261;1;3;3;3;1;1;2;9;2;2;[];47.2278836;8.6701981;693266.443846785;231504.580091822;50.0884495317378;1.06;1
4425;8820;142;Wädenswil;1;106;106;1;0;4;1;5;10;261;1;3;3;3;1;1;2;9;2;2;[];47.2278836;8.6701981;693266.443846785;231504.580091822;50.0884495317378;1.06;1
2703;5442;4027;Fislisbach;19;1902;1904;1;0;3;1;72;10;4021;1;14;5;3;3;0;2;10;2;4;[];47.4369564;8.2894138;664178.864969476;254365.319955609;46.1644120707596;1.06;1.09
2588;5043;4136;Holziken;19;1905;1901;1;0;3;1;70;9;0;0;14;7;0;0;0;2;15;7;7;[];47.3202562;8.04006;645468.784651815;241216.61207184;51.5182101977107;1.06;1.09
2254;4333;4172;Münchwilen (AG);19;1906;1916;1;0;3;1;75;8;0;0;14;8;2;5;0;2;17;6;3;[];47.5379513;7.9629997;639481.361958125;265378.31109012;46.7211238293444;1.06;1.09
2757;5622;4240;Waltenschwil;19;1908;1908;1;0;3;1;74;10;4082;1;14;6;5;0;0;2;11;4;5;[];47.3345396;8.3024947;665291.021985512;242989.868561356;47.3288241415192;1.06;1.09
4065;8308;172;Fehraltorf;1;108;108;1;0;4;1;7;10;261;1;3;5;4;1;0;2;9;2;5;[];47.3873705;8.7520123;699164.880602978;249334.345867055;55.8095733610822;1.07;1
4077;8320;172;Fehraltorf;1;108;108;1;0;4;1;7;10;261;1;3;5;4;1;0;2;9;2;5;[];47.3873705;8.7520123;699164.880602978;249334.345867055;55.8095733610822;1.07;1
